cumulative_targets_percent,cumulative_assignments_percent
31.55002816,11.54272230
31.59996246,11.56099099
31.65008448,11.57932836
31.70001877,11.59759705
31.74995307,11.61586574
31.80007509,11.63420311
31.85000939,11.65247180
31.89994368,11.67074049
31.95006570,11.68907786
32.00000000,11.70734656
32.04993430,11.72561525
32.10005632,11.74395262
32.14999061,11.76222131
32.19992491,11.78049000
32.25004693,11.79882737
32.29998123,11.81709606
32.34991552,11.83536475
32.40003754,11.85370212
32.44997184,11.87197081
32.50009386,11.89030818
32.55002816,11.90857688
32.59996246,11.92684557
32.65008448,11.94518294
32.70001877,11.96345163
32.74995307,11.98172032
32.80007509,12.00005769
32.85000939,12.01832638
32.89994368,12.03659507
32.95006570,12.05493244
33.00000000,12.07320113
33.04993430,12.09146983
33.10005632,12.10980720
33.14999061,12.12807589
33.19992491,12.14634458
33.25004693,12.16468195
33.29998123,12.18295064
33.34991552,12.20121933
33.40003754,12.21955670
33.44997184,12.23782539
33.50009386,12.25616276
33.55002816,12.27443146
33.59996246,12.29270015
33.65008448,12.31103752
33.70001877,12.32930621
33.74995307,12.34757490
33.80007509,12.36591227
33.85000939,12.38418096
33.89994368,12.40244965
33.95006570,12.42078702
34.00000000,12.43905571
34.04993430,12.45732441
34.10005632,12.47566178
34.14999061,12.49393047
34.19992491,12.51219916
34.25004693,12.53053653
34.29998123,12.54880522
34.34991552,12.56707391
34.40003754,12.58541128
34.44997184,12.60367997
34.50009386,12.62201734
34.55002816,12.64028604
34.59996246,12.65855473
34.65008448,12.67689210
34.70001877,12.69516079
34.74995307,12.71342948
34.80007509,12.73176685
34.85000939,12.75003554
34.89994368,12.76830423
34.95006570,12.78664160
35.00000000,12.80491029
35.04993430,12.82317899
35.10005632,12.84151636
35.14999061,12.85978505
35.19992491,12.87805374
35.25004693,12.89639111
35.29998123,12.91465980
35.34991552,12.93292849
35.40003754,12.95126586
35.44997184,12.96953455
35.50009386,12.98787192
35.55002816,13.00614062
35.59996246,13.02440931
35.65008448,13.04274668
35.70001877,13.06101537
35.74995307,13.07928406
35.80007509,13.09762143
35.85000939,13.11589012
35.89994368,13.13415881
35.95006570,13.15249618
36.00000000,13.17076487
36.04993430,13.18903357
36.10005632,13.20737094
36.14999061,13.22563963
36.19992491,13.24390832
36.25004693,13.26224569
36.29998123,13.28051438
36.34991552,13.29878307
36.40003754,13.31712044
36.44997184,13.33538913
36.50009386,13.35372650
36.55002816,13.37199520
36.59996246,13.39026389
36.65008448,13.40860126
36.70001877,13.42686995
36.74995307,13.44513864
36.80007509,13.46347601
36.85000939,13.48174470
36.89994368,13.50001339
36.95006570,13.51835076
37.00000000,13.53661945
37.04993430,13.55488815
37.10005632,13.57322552
37.14999061,13.59149421
37.19992491,13.60976290
37.25004693,13.62810027
37.29998123,13.64636896
37.34991552,13.66463765
37.40003754,13.68297502
37.44997184,13.70124371
37.50009386,13.71958108
37.55002816,13.73784978
37.59996246,13.75611847
37.65008448,13.77445584
37.70001877,13.79272453
37.74995307,13.81099322
37.80007509,13.82933059
37.85000939,13.84759928
37.89994368,13.86586797
37.95006570,13.88420534
38.00000000,13.90247403
38.04993430,13.92074273
38.10005632,13.93908010
38.14999061,13.95734879
38.19992491,13.97561748
38.25004693,13.99395485
38.29998123,14.01222354
38.34991552,14.03049223
38.40003754,14.04882960
38.44997184,14.06709829
38.50009386,14.08543566
38.55002816,14.10370435
38.59996246,14.12197305
38.65008448,14.14031042
38.70001877,14.15857911
38.74995307,14.17684780
38.80007509,14.19518517
38.85000939,14.21345386
38.89994368,14.23172255
38.95006570,14.25005992
39.00000000,14.26832861
39.04993430,14.28659731
39.10005632,14.30493468
39.14999061,14.32320337
39.19992491,14.34147206
39.25004693,14.35980943
39.29998123,14.37807812
39.34991552,14.39634681
39.40003754,14.41468418
39.44997184,14.43295287
39.50009386,14.45129024
39.55002816,14.46955893
39.59996246,14.48782763
39.65008448,14.50616500
39.70001877,14.52443369
39.74995307,14.54270238
39.80007509,14.56103975
39.85000939,14.57930844
39.89994368,14.59757713
39.95006570,14.61591450
40.00000000,14.63418319
40.04993430,14.65245189
40.10005632,14.67078926
40.14999061,14.68905795
40.19992491,14.70732664
40.25004693,14.72566401
40.29998123,14.74613044
40.34991552,14.78266782
40.40003754,14.81934256
40.44997184,14.85587994
40.50009386,14.89255468
40.55002816,14.92909207
40.59996246,14.96562945
40.65008448,15.00230419
40.70001877,15.03884157
40.74995307,15.07537896
40.80007509,15.11205370
40.85000939,15.14859108
40.89994368,15.18512846
40.95006570,15.22180320
41.00000000,15.25834058
41.04993430,15.29487797
41.10005632,15.33155271
41.14999061,15.36809009
41.19992491,15.40462747
41.25004693,15.44130221
41.29998123,15.47783960
41.34991552,15.51437698
41.40003754,15.55105172
41.44997184,15.58758910
41.50009386,15.62426384
41.55002816,15.66080123
41.59996246,15.69733861
41.65008448,15.73401335
41.70001877,15.77055073
41.74995307,15.80708811
41.80007509,15.84376286
41.85000939,15.88030024
41.89994368,15.91683762
41.95006570,15.95351236
42.00000000,15.99004974
42.04993430,16.02658713
42.10005632,16.06326187
42.14999061,16.09979925
42.19992491,16.13633663
42.25004693,16.17301137
42.29998123,16.20954876
42.34991552,16.24608614
42.40003754,16.28276088
42.44997184,16.31929826
42.50009386,16.35597300
42.55002816,16.39251039
42.59996246,16.42904777
42.65008448,16.46572251
42.70001877,16.50225989
42.74995307,16.53879727
42.80007509,16.57547202
42.85000939,16.61200940
42.89994368,16.64854678
42.95006570,16.68522152
43.00000000,16.72175890
43.04993430,16.75829629
43.10005632,16.79497103
43.14999061,16.83150841
43.19992491,16.86804579
43.25004693,16.90472053
43.29998123,16.94125792
43.34991552,16.97779530
43.40003754,17.01447004
43.44997184,17.05100742
43.50009386,17.08768216
43.55002816,17.12421955
43.59996246,17.16075693
43.65008448,17.19743167
43.70001877,17.23396905
43.74995307,17.27050643
43.80007509,17.30718118
43.85000939,17.34371856
43.89994368,17.38025594
43.95006570,17.41693068
44.00000000,17.45346806
44.04993430,17.49000545
44.10005632,17.52668019
44.14999061,17.56321757
44.19992491,17.59975495
44.25004693,17.63642969
44.29998123,17.67296708
44.34991552,17.70950446
44.40003754,17.74617920
44.44997184,17.78271658
44.50009386,17.81939132
44.55002816,17.85592871
44.59996246,17.89246609
44.65008448,17.92914083
44.70001877,17.96567821
44.74995307,18.00221559
44.80007509,18.03889033
44.85000939,18.07542772
44.89994368,18.11196510
44.95006570,18.14863984
45.00000000,18.18517722
45.04993430,18.22171461
45.10005632,18.25838935
45.14999061,18.29492673
45.19992491,18.33146411
45.25004693,18.36813885
45.29998123,18.40467624
45.34991552,18.44121362
45.40003754,18.47788836
45.44997184,18.51442574
45.50009386,18.55110048
45.55002816,18.58763787
45.59996246,18.62417525
45.65008448,18.66084999
45.70001877,18.69738737
45.74995307,18.73392475
45.80007509,18.77059949
45.85000939,18.80713688
45.89994368,18.84367426
45.95006570,18.88034900
46.00000000,18.91688638
46.04993430,18.95342377
46.10005632,18.99009851
46.14999061,19.02663589
46.19992491,19.06317327
46.25004693,19.09984801
46.29998123,19.13638540
46.34991552,19.17292278
46.40003754,19.20959752
46.44997184,19.24613490
46.50009386,19.28280964
46.55002816,19.31934702
46.59996246,19.35588441
46.65008448,19.39255915
46.70001877,19.42909653
46.74995307,19.46563391
46.80007509,19.50230865
46.85000939,19.53884604
46.89994368,19.57538342
46.95006570,19.61205816
47.00000000,19.64859554
47.04993430,19.68513293
47.10005632,19.72180767
47.14999061,19.75834505
47.19992491,19.79488243
47.25004693,19.83155717
47.29998123,19.86809455
47.34991552,19.90463194
47.40003754,19.94130668
47.44997184,19.97784406
47.50009386,20.01451880
47.55002816,20.05105618
47.59996246,20.08759357
47.65008448,20.12426831
47.70001877,20.16080569
47.74995307,20.19734307
47.80007509,20.23401781
47.85000939,20.27055520
47.89994368,20.30709258
47.95006570,20.34376732
48.00000000,20.38030470
48.04993430,20.41684209
48.10005632,20.45351683
48.14999061,20.49005421
48.19992491,20.52659159
48.25004693,20.56326633
48.29998123,20.59980371
48.34991552,20.63634110
48.40003754,20.67301584
48.44997184,20.70955322
48.50009386,20.74622796
48.55002816,20.78276534
48.59996246,20.81930273
48.65008448,20.85597747
48.70001877,20.89251485
48.74995307,20.92905223
48.80007509,20.96572697
48.85000939,21.00226436
