cumulative_targets_percent,cumulative_assignments_percent
53.19993149,11.31241351
53.24988582,11.33179910
53.29984015,11.35118469
53.34979447,11.37057028
53.40022456,11.39014049
53.45017888,11.40952608
53.50013321,11.42891167
53.55008754,11.44829725
53.60004187,11.46768284
53.64999619,11.48706843
53.69995052,11.50645402
53.74990485,11.52583960
53.79985918,11.54522519
53.84981350,11.56461078
53.89976783,11.58399637
53.95019791,11.60356658
54.00015224,11.62295217
54.05010657,11.64233775
54.10006090,11.66172334
54.15001522,11.68110893
54.19996955,11.70049452
54.24992388,11.71988010
54.29987821,11.73926569
54.34983253,11.75865128
54.39978686,11.77803687
54.45021694,11.79760708
54.50017127,11.81699267
54.55012560,11.83637826
54.60007993,11.85576384
54.65003425,11.87514943
54.69998858,11.89453502
54.74994291,11.91392061
54.79989724,11.93330619
54.84985156,11.95269178
54.89980589,11.97207737
54.95023597,11.99164758
55.00019030,12.01103317
55.05014463,12.03041876
55.10009896,12.04980434
55.15005328,12.06918993
55.20000761,12.08857552
55.24996194,12.10796111
55.29991627,12.12734669
55.34987059,12.14673228
55.39982492,12.16611787
55.44977925,12.18550346
55.50020933,12.20507367
55.55016366,12.22445926
55.60011799,12.24384485
55.65007231,12.26323043
55.70002664,12.28261602
55.74998097,12.30200161
55.79993530,12.32138720
55.84988962,12.34077278
55.89984395,12.36015837
55.94979828,12.37954396
56.00022836,12.39911417
56.05018269,12.41849976
56.10013702,12.43788535
56.15009135,12.45727093
56.20004567,12.47665652
56.25000000,12.49604211
56.29995433,12.51542770
56.34990865,12.53481328
56.39986298,12.55419887
56.44981731,12.57358446
56.49977164,12.59297005
56.55020172,12.61254026
56.60015605,12.63192585
56.65011038,12.65131144
56.70006470,12.67069702
56.75001903,12.69008261
56.79997336,12.70946820
56.84992769,12.72885379
56.89988201,12.74823937
56.94983634,12.76762496
56.99979067,12.78701055
57.05022075,12.80658076
57.10017508,12.82596635
57.15012941,12.84535194
57.20008373,12.86473752
57.25003806,12.88412311
57.29999239,12.90350870
57.34994672,12.92289429
57.39990104,12.94227987
57.44985537,12.96166546
57.49980970,12.98105105
57.54976403,13.00043664
57.60019411,13.02000685
57.65014844,13.03939244
57.70010276,13.05877802
57.75005709,13.07816361
57.80001142,13.09754920
