cumulative_targets_percent,cumulative_assignments_percent
46.59988647,14.54952971
46.64985335,14.56513050
46.70011590,14.58082359
46.75008279,14.59642437
46.80004967,14.61202516
46.85001656,14.62762594
46.89998344,14.64322672
46.94995033,14.65882750
46.99991721,14.67442829
47.04988410,14.69002907
47.10014665,14.70572216
47.15011353,14.72132295
47.20008042,14.73692373
47.25004731,14.75252451
47.30001419,14.76812529
47.34998108,14.78372608
47.39994796,14.79932686
47.44991485,14.81492764
47.49988174,14.83052842
47.55014428,14.84622152
47.60011117,14.86182230
47.65007805,14.87742308
47.70004494,14.89302387
47.75001183,14.90862465
47.79997871,14.92422543
47.84994560,14.93982621
47.89991248,14.95542700
47.94987937,14.97102778
48.00014192,14.98672087
48.05010880,15.00232165
48.10007569,15.01792244
48.15004258,15.03352322
48.20000946,15.04912400
48.24997635,15.06472478
48.29994323,15.08032557
48.34991012,15.09592635
48.39987700,15.11152713
48.45013955,15.12722023
48.50010644,15.14282101
48.55007332,15.15842179
48.60004021,15.17402257
48.65000710,15.18962336
48.69997398,15.20522414
48.74994087,15.22082492
48.79990775,15.23642570
48.84987464,15.25202649
48.90013719,15.26771958
48.95010407,15.28332036
49.00007096,15.29892115
49.05003784,15.31452193
49.10000473,15.33012271
49.14997162,15.34572349
49.19993850,15.36132428
49.24990539,15.37692506
49.29987227,15.39252584
49.35013482,15.40821894
49.40010171,15.42381972
49.45006859,15.43942050
49.50003548,15.45502128
49.55000237,15.47062207
49.59996925,15.48622285
49.64993614,15.50182363
49.69990302,15.51742441
49.74986991,15.53302519
49.80013246,15.54871829
49.85009934,15.56431907
49.90006623,15.57991985
49.95003311,15.59552064
50.00000000,15.61112142
50.04996689,15.62672220
50.09993377,15.64232298
50.14990066,15.65792377
50.19986754,15.67352455
50.25013009,15.68921764
50.30009698,15.70481843
50.35006386,15.72041921
50.40003075,15.73601999
50.44999763,15.75162077
50.49996452,15.76722156
50.54993141,15.78282234
50.59989829,15.79842312
50.64986518,15.81402390
50.70012773,15.82971700
50.75009461,15.84531778
50.80006150,15.86091856
50.85002838,15.87651935
50.89999527,15.89212013
50.94996216,15.90772091
50.99992904,15.92332169
51.04989593,15.93892248
51.09986281,15.95452326
51.15012536,15.97021635
51.20009225,15.98581713
51.25005913,16.00141792
51.30002602,16.01701870
51.34999290,16.03261948
51.39995979,16.04822026
51.44992668,16.06382105
51.49989356,16.07942183
51.54986045,16.09502261
51.60012300,16.11071571
51.65008988,16.12631649
51.70005677,16.14191727
51.75002365,16.15751805
51.79999054,16.17311884
51.84995742,16.18871962
51.89992431,16.20432040
51.94989120,16.21992118
51.99985808,16.23552197
52.05012063,16.25121506
52.10008752,16.26681584
52.15005440,16.28241663
52.20002129,16.29801741
52.24998817,16.31361819
52.29995506,16.32921897
52.34992195,16.34481976
52.39988883,16.36042054
52.44985572,16.37602132
52.50011826,16.39171442
52.55008515,16.40731520
52.60005204,16.42291598
52.65001892,16.43851676
52.69998581,16.45411754
52.74995269,16.46971833
52.79991958,16.48531911
52.84988647,16.50091989
52.89985335,16.51652067
52.95011590,16.53221377
53.00008279,16.54781455
53.05004967,16.56341533
53.10001656,16.57901612
53.14998344,16.59461690
53.19995033,16.61021768
53.24991721,16.62581846
53.29988410,16.64141925
53.35014665,16.65711234
53.40011353,16.67271312
53.45008042,16.68831391
53.50004731,16.70391469
53.55001419,16.71951547
53.59998108,16.73511625
53.64994796,16.75071704
53.69991485,16.76631782
53.74988174,16.78191860
53.80014428,16.79761170
53.85011117,16.81321248
53.90007805,16.82881326
53.95004494,16.84441404
54.00001183,16.86001483
54.04997871,16.87561561
54.09994560,16.89121639
54.14991248,16.90681717
54.19987937,16.92241796
54.25014192,16.93811105
54.30010880,16.95371183
54.35007569,16.96931261
54.40004258,16.98491340
54.45000946,17.00051418
54.49997635,17.01611496
54.54994323,17.03171574
54.59991012,17.04731653
54.64987700,17.06291731
54.70013955,17.07861040
54.75010644,17.09421119
54.80007332,17.10981197
54.85004021,17.12541275
54.90000710,17.14101353
54.94997398,17.15661432
54.99994087,17.17221510
55.04990775,17.18781588
